row_idx,obstacle_id,c_s1_logit,c_s1_prob,c_s1_pred,c_s2_logit,c_s2_prob,c_s2_pred,c_s3_logit,c_s3_prob,c_s3_pred,c_s4_logit,c_s4_prob,c_s4_pred,c_s5_logit,c_s5_prob,c_s5_pred,c_s6_logit,c_s6_prob,c_s6_pred,c_s9_logit,c_s9_prob,c_s9_pred,c_s10_logit,c_s10_prob,c_s10_pred
5541,172,-14.779705047607422,3.8129005019982287e-07,0,-20.211082458496094,1.6689312154483105e-09,0,-13.987688064575195,8.418289780820487e-07,0,-18.17705726623535,1.2758639478249734e-08,0,-14.251571655273438,6.465778028541536e-07,0,-16.96883201599121,4.2710031067372256e-08,0,-15.354960441589355,2.1449902476433635e-07,0,-18.23792266845703,1.2005240357382263e-08,0
5542,173,-21.001468658447266,7.571432369957165e-10,0,-27.38239097595215,1.2822678032223256e-12,0,-16.416709899902344,7.418454828211907e-08,0,-21.690324783325195,3.8019959403001735e-10,0,-14.804449081420898,3.7197116853349144e-07,0,-19.888750076293945,2.3036981211532748e-09,0,-18.035066604614258,1.4705169526507689e-08,0,-21.73320770263672,3.6424013805103073e-10,0
5543,188,-23.046955108642578,9.791169264250499e-11,0,-26.50145149230957,3.094324492816658e-12,0,-15.9603853225708,1.1708267777521542e-07,0,-21.0872802734375,6.948812081297717e-10,0,-17.097496032714844,3.755361888124753e-08,0,-19.083843231201172,5.15219378272036e-09,0,-17.12779426574707,3.6432872718705767e-08,0,-21.11430549621582,6.763533622056173e-10,0
5544,846,-17.325223922729492,2.990548608750032e-08,0,-24.89592933654785,1.5411156725764208e-11,0,-15.474264144897461,1.9037607046357152e-07,0,-20.255264282226562,1.5967999145161116e-09,0,-14.960612297058105,3.181914394190244e-07,0,-18.846633911132812,6.531469587400807e-09,0,-16.815139770507812,4.980552859024101e-08,0,-20.08946990966797,1.8847514660080833e-09,0
5545,790,-15.82045841217041,1.346673030866441e-07,0,-24.26244354248047,2.9037196258574482e-11,0,-15.070525169372559,2.8507159299806517e-07,0,-19.6015625,3.0700790798476874e-09,0,-14.094430923461914,7.565995474578813e-07,0,-18.26460075378418,1.1689197165765108e-08,0,-16.165754318237305,9.53459107222443e-08,0,-19.493045806884766,3.4219822531156296e-09,0
5546,724,-15.281949043273926,2.3074576915860234e-07,0,-25.695186614990234,6.929824335893953e-12,0,-16.192508697509766,9.282881308081414e-08,0,-20.88858985900879,8.476189750084018e-10,0,-14.02599811553955,8.101885100586514e-07,0,-19.553808212280273,3.220245181623227e-09,0,-17.378753662109375,2.8346743619067638e-08,0,-20.822519302368164,9.05513108939715e-10,0
5547,806,-15.192474365234375,2.5234351141989464e-07,0,-21.1649227142334,6.429701771004659e-10,0,-13.952679634094238,8.71822010140022e-07,0,-18.524242401123047,9.016204671752348e-09,0,-14.215424537658691,6.70377289679891e-07,0,-17.311017990112305,3.033335360669298e-08,0,-15.557568550109863,1.751595277710294e-07,0,-18.41342544555664,1.0072817246964405e-08,0
5548,688,-17.116744995117188,3.683766536255462e-08,0,-25.951276779174805,5.364183923439736e-12,0,-17.03282928466797,4.0062332118395716e-08,0,-21.97732925415039,2.8534297147331245e-10,0,-15.054950714111328,2.8954619324395026e-07,0,-20.54356575012207,1.196858390173361e-09,0,-18.647220611572266,7.972875692985326e-09,0,-21.884754180908203,3.1301999880994913e-10,0
5549,687,-16.33531379699707,8.047544497458148e-08,0,-25.368358612060547,9.6086394049677e-12,0,-16.233678817749023,8.908464366186308e-08,0,-21.026926040649414,7.381115718629871e-10,0,-14.291982650756836,6.209698426573595e-07,0,-19.69011878967285,2.809894761313103e-09,0,-17.718814849853516,2.017513800467441e-08,0,-20.94575309753418,8.005252016829445e-10,0
5550,167,-14.819900512695312,3.6626786936722056e-07,0,-20.528562545776367,1.21495047356035e-09,0,-13.858116149902344,9.582882967151818e-07,0,-18.34200668334961,1.0818516749111495e-08,0,-14.234105110168457,6.579704745490744e-07,0,-17.150447845458984,3.561681793939897e-08,0,-15.4279203414917,1.9940647177918436e-07,0,-18.325523376464844,1.099831781203875e-08,0
5551,283,-10.674703598022461,2.3121981939766556e-05,0,-12.589324951171875,3.4081929243257036e-06,0,-12.91411018371582,2.463043756506522e-06,0,-16.41550636291504,7.427388482028618e-08,0,-13.547592163085938,1.3072387901047477e-06,0,-16.047630310058594,1.0730072119713441e-07,0,-15.267654418945312,2.3406788329793926e-07,0,-16.6204891204834,6.05080643367728e-08,0
5552,272,-16.609792709350586,6.115875095247247e-08,0,-19.44856071472168,3.577646623398323e-09,0,-15.448461532592773,1.9535220019406552e-07,0,-20.47768783569336,1.2783600844556986e-09,0,-16.736618041992188,5.387399326650666e-08,0,-19.500076293945312,3.398008541211084e-09,0,-18.293582916259766,1.1355280271629908e-08,0,-20.56635093688965,1.1698961799311292e-09,0
5553,186,-14.591747283935547,4.60134145896518e-07,0,-19.227474212646484,4.4628678530500565e-09,0,-13.145492553710938,1.954268782355939e-06,0,-17.493022918701172,2.5285798344043542e-08,0,-13.392847061157227,1.526018422737252e-06,0,-16.50765037536621,6.773583294261698e-08,0,-15.127876281738281,2.691824079192884e-07,0,-17.38359832763672,2.8209743874185733e-08,0
5554,182,-12.8844633102417,2.537158479753998e-06,0,-15.504470825195312,1.8471145324383542e-07,0,-14.129897117614746,7.302361382244271e-07,0,-18.185110092163086,1.2656308001623984e-08,0,-14.718795776367188,4.052360225159646e-07,0,-17.58804702758789,2.2993665638182392e-08,0,-16.64508056640625,5.903823563357946e-08,0,-18.350229263305664,1.0729925392638506e-08,0
5555,535,-2.398926019668579,0.0832546204328537,0,-3.4284181594848633,0.03141903504729271,0,-11.384952545166016,1.1365093087079003e-05,0,-13.604000091552734,1.2355413900877465e-06,0,-11.725017547607422,8.088837603281718e-06,0,-14.198683738708496,6.81694359627727e-07,0,-13.694418907165527,1.12872703539324e-06,0,-13.529964447021484,1.330486611550441e-06,0
5556,181,-12.767539024353027,2.8518525141407736e-06,0,-15.298501014709473,2.269579226776841e-07,0,-13.96671199798584,8.596738325650222e-07,0,-17.969650268554688,1.5699292532644904e-08,0,-14.639894485473633,4.385048839594674e-07,0,-17.37823486328125,2.836145363005471e-08,0,-16.426982879638672,7.342634944507154e-08,0,-18.140796661376953,1.3229763951017048e-08,0
5557,301,-8.068727493286133,0.0003130835248157382,0,-10.5758695602417,2.5523904696456157e-05,0,-13.822213172912598,9.933188493960188e-07,0,-16.449735641479492,7.177455785267739e-08,0,-11.198062896728516,1.3700521776627284e-05,0,-16.92339515686035,4.469539760521002e-08,0,-16.180099487304688,9.39879214456596e-08,0,-17.039222717285156,3.980700924444136e-08,0
5558,169,-16.18189239501953,9.381955834442124e-08,0,-24.973175048828125,1.4265528862356103e-11,0,-15.505045890808105,1.8460525552654872e-07,0,-20.15108299255371,1.7721312195462247e-09,0,-14.054542541503906,7.873890695009322e-07,0,-18.79834747314453,6.854589340576922e-09,0,-16.764055252075195,5.241593470373118e-08,0,-20.021371841430664,2.017570333023855e-09,0
5559,176,-16.017168045043945,1.106196378941604e-07,0,-23.123062133789062,9.073642531776116e-11,0,-14.817448616027832,3.6716704698847025e-07,0,-19.147951126098633,4.832262590070968e-09,0,-14.385115623474121,5.657485075971636e-07,0,-17.80152702331543,1.857355513834591e-08,0,-15.932703971862793,1.203689663498153e-07,0,-19.103931427001953,5.049728635242445e-09,0
5560,191,-7.606008529663086,0.0004972061142325401,0,-10.403701782226562,3.0319115467136726e-05,0,-11.566033363342285,9.482686436967924e-06,0,-14.353696823120117,5.838057859364199e-07,0,-11.069880485534668,1.5574181816191413e-05,0,-14.461590766906738,5.240958103058801e-07,0,-13.598627090454102,1.2421979818100226e-06,0,-14.544682502746582,4.823079962079646e-07,0
5561,221,-12.811856269836426,2.728225808823481e-06,0,-16.01270294189453,1.1111468012359182e-07,0,-11.689605712890625,8.38040705275489e-06,0,-15.501423835754395,1.852751125852592e-07,0,-12.541380882263184,3.575575647118967e-06,0,-14.758262634277344,3.8955414538577315e-07,0,-13.50741195678711,1.3608332665171474e-06,0,-15.516094207763672,1.825769118113385e-07,0
5562,222,-12.97950553894043,2.3071261239238083e-06,0,-16.09209632873535,1.0263401151178186e-07,0,-11.738147735595703,7.983323484950233e-06,0,-15.564958572387695,1.7386986428391538e-07,0,-12.666025161743164,3.1565582503390033e-06,0,-14.809839248657227,3.699715875882248e-07,0,-13.547395706176758,1.3074957223579986e-06,0,-15.581483840942383,1.710202326421495e-07,0
5563,295,-7.700385093688965,0.0004524480609688908,0,-9.062857627868652,0.00011587789776967838,0,-13.228536605834961,1.7985344129556324e-06,0,-16.444557189941406,7.214720199044677e-08,0,-13.607752799987793,1.2309135399846127e-06,0,-16.48786735534668,6.908919658599189e-08,0,-15.853370666503906,1.3030724232976354e-07,0,-16.46612548828125,7.060778273171309e-08,0
5564,851,-0.15734626352787018,0.4607444405555725,0,-10.139752388000488,3.947701770812273e-05,0,-12.013285636901855,6.0630850384768564e-06,0,-14.183186531066895,6.923410182935186e-07,0,-7.801633358001709,0.00040889898082241416,0,-14.208662986755371,6.749253884663631e-07,0,-13.36808967590332,1.5642700645912555e-06,0,-13.82353687286377,9.920048569256323e-07,0
5565,831,-2.982267141342163,0.04823344200849533,0,-10.480941772460938,2.8065489459550008e-05,0,-10.67923641204834,2.301741551491432e-05,0,-13.01138687133789,2.2347323920257622e-06,0,-7.777400493621826,0.00041892463923431933,0,-12.70090389251709,3.048359758395236e-06,0,-11.926713943481445,6.6113648244936485e-06,0,-12.77561092376709,2.82892506220378e-06,0
5566,741,-1.844710350036621,0.1364951729774475,0,-13.005890846252441,2.2470483145298203e-06,0,-11.454238891601562,1.0604317139950581e-05,0,-13.518026351928711,1.3464654102790519e-06,0,-6.5387444496154785,0.0014442144893109798,0,-13.277090072631836,1.7132956600107718e-06,0,-12.171469688415527,5.176016202312894e-06,0,-13.219374656677246,1.8150881260226015e-06,0
5567,175,-15.8186616897583,1.3490947026184585e-07,0,-20.496341705322266,1.2547346495139777e-09,0,-13.46839714050293,1.4149751450531767e-06,0,-17.544540405273438,2.40161242004433e-08,0,-13.870290756225586,9.46692239267577e-07,0,-16.139907836914062,9.78423884134827e-08,0,-14.55258560180664,4.785113105754135e-07,0,-17.596155166625977,2.2807984834116724e-08,0
5568,178,-15.510246276855469,1.836477281358384e-07,0,-21.315689086914062,5.52985657265026e-10,0,-13.705583572387695,1.1161953352711862e-06,0,-17.907384872436523,1.6707890182487972e-08,0,-13.567572593688965,1.281378786188725e-06,0,-16.469158172607422,7.039397331709552e-08,0,-14.865559577941895,3.499204694890068e-07,0,-17.87407684326172,1.7273766417247316e-08,0
5569,172,-14.779705047607422,3.8129005019982287e-07,0,-20.211082458496094,1.6689312154483105e-09,0,-13.987688064575195,8.418289780820487e-07,0,-18.17705726623535,1.2758639478249734e-08,0,-14.251571655273438,6.465778028541536e-07,0,-16.96883201599121,4.2710031067372256e-08,0,-15.354960441589355,2.1449902476433635e-07,0,-18.23792266845703,1.2005240357382263e-08,0
5570,173,-21.001468658447266,7.571432369957165e-10,0,-27.38239097595215,1.2822678032223256e-12,0,-16.416709899902344,7.418454828211907e-08,0,-21.690324783325195,3.8019959403001735e-10,0,-14.804449081420898,3.7197116853349144e-07,0,-19.888750076293945,2.3036981211532748e-09,0,-18.035066604614258,1.4705169526507689e-08,0,-21.73320770263672,3.6424013805103073e-10,0
5571,188,-23.046955108642578,9.791169264250499e-11,0,-26.50145149230957,3.094324492816658e-12,0,-15.9603853225708,1.1708267777521542e-07,0,-21.0872802734375,6.948812081297717e-10,0,-17.097496032714844,3.755361888124753e-08,0,-19.083843231201172,5.15219378272036e-09,0,-17.12779426574707,3.6432872718705767e-08,0,-21.11430549621582,6.763533622056173e-10,0
5572,846,-17.325223922729492,2.990548608750032e-08,0,-24.89592933654785,1.5411156725764208e-11,0,-15.474264144897461,1.9037607046357152e-07,0,-20.255264282226562,1.5967999145161116e-09,0,-14.960612297058105,3.181914394190244e-07,0,-18.846633911132812,6.531469587400807e-09,0,-16.815139770507812,4.980552859024101e-08,0,-20.08946990966797,1.8847514660080833e-09,0
5573,790,-15.82045841217041,1.346673030866441e-07,0,-24.26244354248047,2.9037196258574482e-11,0,-15.070525169372559,2.8507159299806517e-07,0,-19.6015625,3.0700790798476874e-09,0,-14.094430923461914,7.565995474578813e-07,0,-18.26460075378418,1.1689197165765108e-08,0,-16.165754318237305,9.53459107222443e-08,0,-19.493045806884766,3.4219822531156296e-09,0
5574,724,-15.281949043273926,2.3074576915860234e-07,0,-25.695186614990234,6.929824335893953e-12,0,-16.192508697509766,9.282881308081414e-08,0,-20.88858985900879,8.476189750084018e-10,0,-14.02599811553955,8.101885100586514e-07,0,-19.553808212280273,3.220245181623227e-09,0,-17.378753662109375,2.8346743619067638e-08,0,-20.822519302368164,9.05513108939715e-10,0
5575,806,-15.192474365234375,2.5234351141989464e-07,0,-21.1649227142334,6.429701771004659e-10,0,-13.952679634094238,8.71822010140022e-07,0,-18.524242401123047,9.016204671752348e-09,0,-14.215424537658691,6.70377289679891e-07,0,-17.311017990112305,3.033335360669298e-08,0,-15.557568550109863,1.751595277710294e-07,0,-18.41342544555664,1.0072817246964405e-08,0
5576,688,-17.116744995117188,3.683766536255462e-08,0,-25.951276779174805,5.364183923439736e-12,0,-17.03282928466797,4.0062332118395716e-08,0,-21.97732925415039,2.8534297147331245e-10,0,-15.054950714111328,2.8954619324395026e-07,0,-20.54356575012207,1.196858390173361e-09,0,-18.647220611572266,7.972875692985326e-09,0,-21.884754180908203,3.1301999880994913e-10,0
5577,687,-16.33531379699707,8.047544497458148e-08,0,-25.368358612060547,9.6086394049677e-12,0,-16.233678817749023,8.908464366186308e-08,0,-21.026926040649414,7.381115718629871e-10,0,-14.291982650756836,6.209698426573595e-07,0,-19.69011878967285,2.809894761313103e-09,0,-17.718814849853516,2.017513800467441e-08,0,-20.94575309753418,8.005252016829445e-10,0
5578,167,-14.819900512695312,3.6626786936722056e-07,0,-20.528562545776367,1.21495047356035e-09,0,-13.858116149902344,9.582882967151818e-07,0,-18.34200668334961,1.0818516749111495e-08,0,-14.234105110168457,6.579704745490744e-07,0,-17.150447845458984,3.561681793939897e-08,0,-15.4279203414917,1.9940647177918436e-07,0,-18.325523376464844,1.099831781203875e-08,0
5579,283,-10.674703598022461,2.3121981939766556e-05,0,-12.589324951171875,3.4081929243257036e-06,0,-12.91411018371582,2.463043756506522e-06,0,-16.41550636291504,7.427388482028618e-08,0,-13.547592163085938,1.3072387901047477e-06,0,-16.047630310058594,1.0730072119713441e-07,0,-15.267654418945312,2.3406788329793926e-07,0,-16.6204891204834,6.05080643367728e-08,0
5580,272,-16.609792709350586,6.115875095247247e-08,0,-19.44856071472168,3.577646623398323e-09,0,-15.448461532592773,1.9535220019406552e-07,0,-20.47768783569336,1.2783600844556986e-09,0,-16.736618041992188,5.387399326650666e-08,0,-19.500076293945312,3.398008541211084e-09,0,-18.293582916259766,1.1355280271629908e-08,0,-20.56635093688965,1.1698961799311292e-09,0
5581,186,-14.591747283935547,4.60134145896518e-07,0,-19.227474212646484,4.4628678530500565e-09,0,-13.145492553710938,1.954268782355939e-06,0,-17.493022918701172,2.5285798344043542e-08,0,-13.392847061157227,1.526018422737252e-06,0,-16.50765037536621,6.773583294261698e-08,0,-15.127876281738281,2.691824079192884e-07,0,-17.38359832763672,2.8209743874185733e-08,0
5582,182,-12.8844633102417,2.537158479753998e-06,0,-15.504470825195312,1.8471145324383542e-07,0,-14.129897117614746,7.302361382244271e-07,0,-18.185110092163086,1.2656308001623984e-08,0,-14.718795776367188,4.052360225159646e-07,0,-17.58804702758789,2.2993665638182392e-08,0,-16.64508056640625,5.903823563357946e-08,0,-18.350229263305664,1.0729925392638506e-08,0
5583,535,-2.398926019668579,0.0832546204328537,0,-3.4284181594848633,0.03141903504729271,0,-11.384952545166016,1.1365093087079003e-05,0,-13.604000091552734,1.2355413900877465e-06,0,-11.725017547607422,8.088837603281718e-06,0,-14.198683738708496,6.81694359627727e-07,0,-13.694418907165527,1.12872703539324e-06,0,-13.529964447021484,1.330486611550441e-06,0
5584,181,-12.767539024353027,2.8518525141407736e-06,0,-15.298501014709473,2.269579226776841e-07,0,-13.96671199798584,8.596738325650222e-07,0,-17.969650268554688,1.5699292532644904e-08,0,-14.639894485473633,4.385048839594674e-07,0,-17.37823486328125,2.836145363005471e-08,0,-16.426982879638672,7.342634944507154e-08,0,-18.140796661376953,1.3229763951017048e-08,0
5585,301,-8.068727493286133,0.0003130835248157382,0,-10.5758695602417,2.5523904696456157e-05,0,-13.822213172912598,9.933188493960188e-07,0,-16.449735641479492,7.177455785267739e-08,0,-11.198062896728516,1.3700521776627284e-05,0,-16.92339515686035,4.469539760521002e-08,0,-16.180099487304688,9.39879214456596e-08,0,-17.039222717285156,3.980700924444136e-08,0
5586,169,-16.18189239501953,9.381955834442124e-08,0,-24.973175048828125,1.4265528862356103e-11,0,-15.505045890808105,1.8460525552654872e-07,0,-20.15108299255371,1.7721312195462247e-09,0,-14.054542541503906,7.873890695009322e-07,0,-18.79834747314453,6.854589340576922e-09,0,-16.764055252075195,5.241593470373118e-08,0,-20.021371841430664,2.017570333023855e-09,0
5587,176,-16.017168045043945,1.106196378941604e-07,0,-23.123062133789062,9.073642531776116e-11,0,-14.817448616027832,3.6716704698847025e-07,0,-19.147951126098633,4.832262590070968e-09,0,-14.385115623474121,5.657485075971636e-07,0,-17.80152702331543,1.857355513834591e-08,0,-15.932703971862793,1.203689663498153e-07,0,-19.103931427001953,5.049728635242445e-09,0
5588,191,-7.606008529663086,0.0004972061142325401,0,-10.403701782226562,3.0319115467136726e-05,0,-11.566033363342285,9.482686436967924e-06,0,-14.353696823120117,5.838057859364199e-07,0,-11.069880485534668,1.5574181816191413e-05,0,-14.461590766906738,5.240958103058801e-07,0,-13.598627090454102,1.2421979818100226e-06,0,-14.544682502746582,4.823079962079646e-07,0
5589,221,-12.811856269836426,2.728225808823481e-06,0,-16.01270294189453,1.1111468012359182e-07,0,-11.689605712890625,8.38040705275489e-06,0,-15.501423835754395,1.852751125852592e-07,0,-12.541380882263184,3.575575647118967e-06,0,-14.758262634277344,3.8955414538577315e-07,0,-13.50741195678711,1.3608332665171474e-06,0,-15.516094207763672,1.825769118113385e-07,0
5590,222,-12.97950553894043,2.3071261239238083e-06,0,-16.09209632873535,1.0263401151178186e-07,0,-11.738147735595703,7.983323484950233e-06,0,-15.564958572387695,1.7386986428391538e-07,0,-12.666025161743164,3.1565582503390033e-06,0,-14.809839248657227,3.699715875882248e-07,0,-13.547395706176758,1.3074957223579986e-06,0,-15.581483840942383,1.710202326421495e-07,0
5591,295,-7.700385093688965,0.0004524480609688908,0,-9.062857627868652,0.00011587789776967838,0,-13.228536605834961,1.7985344129556324e-06,0,-16.444557189941406,7.214720199044677e-08,0,-13.607752799987793,1.2309135399846127e-06,0,-16.48786735534668,6.908919658599189e-08,0,-15.853370666503906,1.3030724232976354e-07,0,-16.46612548828125,7.060778273171309e-08,0
5592,851,-0.15734626352787018,0.4607444405555725,0,-10.139752388000488,3.947701770812273e-05,0,-12.013285636901855,6.0630850384768564e-06,0,-14.183186531066895,6.923410182935186e-07,0,-7.801633358001709,0.00040889898082241416,0,-14.208662986755371,6.749253884663631e-07,0,-13.36808967590332,1.5642700645912555e-06,0,-13.82353687286377,9.920048569256323e-07,0
5593,831,-2.982267141342163,0.04823344200849533,0,-10.480941772460938,2.8065489459550008e-05,0,-10.67923641204834,2.301741551491432e-05,0,-13.01138687133789,2.2347323920257622e-06,0,-7.777400493621826,0.00041892463923431933,0,-12.70090389251709,3.048359758395236e-06,0,-11.926713943481445,6.6113648244936485e-06,0,-12.77561092376709,2.82892506220378e-06,0
5594,741,-1.844710350036621,0.1364951729774475,0,-13.005890846252441,2.2470483145298203e-06,0,-11.454238891601562,1.0604317139950581e-05,0,-13.518026351928711,1.3464654102790519e-06,0,-6.5387444496154785,0.0014442144893109798,0,-13.277090072631836,1.7132956600107718e-06,0,-12.171469688415527,5.176016202312894e-06,0,-13.219374656677246,1.8150881260226015e-06,0
5595,175,-15.816217422485352,1.3523964526029886e-07,0,-20.496143341064453,1.2549836725384012e-09,0,-13.468899726867676,1.4142642612569034e-06,0,-17.544692993164062,2.4012459576283618e-08,0,-13.874520301818848,9.426966585124319e-07,0,-16.14116096496582,9.771986242412822e-08,0,-14.552352905273438,4.78622609989543e-07,0,-17.596792221069336,2.2793459564240948e-08,0
5596,178,-15.507708549499512,1.841143699721215e-07,0,-21.3165283203125,5.525217505741864e-10,0,-13.705523490905762,1.1162622968186042e-06,0,-17.90692138671875,1.6715633321950918e-08,0,-13.570747375488281,1.2773172102242825e-06,0,-16.469425201416016,7.03751723563073e-08,0,-14.864303588867188,3.5036026702073286e-07,0,-17.873680114746094,1.728062137829056e-08,0
5597,172,-14.779451370239258,3.8138679769872397e-07,0,-20.213375091552734,1.665109161663736e-09,0,-13.987260818481445,8.421887969234376e-07,0,-18.176883697509766,1.2760853707050046e-08,0,-14.25482177734375,6.444798259508389e-07,0,-16.968429565429688,4.272721909615029e-08,0,-15.353486061096191,2.148155004988439e-07,0,-18.237537384033203,1.2009865102413642e-08,0
5598,173,-20.99881362915039,7.591561268505131e-10,0,-27.383201599121094,1.2812287038602155e-12,0,-16.417282104492188,7.414210756451212e-08,0,-21.691059112548828,3.799204839616266e-10,0,-14.808977127075195,3.7029067811999994e-07,0,-19.890060424804688,2.3006814231507633e-09,0,-18.03571319580078,1.4695666017416897e-08,0,-21.73443603515625,3.637930512390142e-10,0
5599,188,-23.04640769958496,9.796530947570048e-11,0,-26.499114990234375,3.1015630602010402e-12,0,-15.95866870880127,1.1728383952913646e-07,0,-21.08465576171875,6.967073029606752e-10,0,-17.101253509521484,3.741277865287884e-08,0,-19.081871032714844,5.162365646071976e-09,0,-17.124963760375977,3.653614655263482e-08,0,-21.11209487915039,6.778501093762657e-10,0
5600,846,-17.328561782836914,2.980582891609629e-08,0,-24.89972686767578,1.535274338215764e-11,0,-15.475164413452148,1.9020477282083448e-07,0,-20.25693130493164,1.594140153216017e-09,0,-14.965856552124023,3.1652717780161765e-07,0,-18.84715461730957,6.5280696404101946e-09,0,-16.81437110900879,4.984383039641216e-08,0,-20.090572357177734,1.8826746828182195e-09,0
5601,790,-15.822897911071777,1.3433917445127008e-07,0,-24.26502799987793,2.8962247530794905e-11,0,-15.071309089660645,2.848481983619422e-07,0,-19.603275299072266,3.064825282450556e-09,0,-14.102193832397461,7.507489385716326e-07,0,-18.26546859741211,1.1679056832747392e-08,0,-16.165225982666016,9.539629530763705e-08,0,-19.494104385375977,3.418361815832327e-09,0
5602,724,-15.28730297088623,2.2951367384393961e-07,0,-25.69879722595215,6.9048490883294456e-12,0,-16.1918888092041,9.288637414783807e-08,0,-20.88932991027832,8.469919765552447e-10,0,-14.034130096435547,8.036267900024541e-07,0,-19.553325653076172,3.221799937946912e-09,0,-17.37671661376953,2.8404546270621722e-08,0,-20.82267951965332,9.05368113812699e-10,0
5603,806,-15.193540573120117,2.5207458520526416e-07,0,-21.16776466369629,6.411455255594944e-10,0,-13.954192161560059,8.705043228474096e-07,0,-18.52682113647461,8.992984135147708e-09,0,-14.218749046325684,6.681523814222601e-07,0,-17.31269645690918,3.028247874681256e-08,0,-15.558917999267578,1.7492332915480802e-07,0,-18.415409088134766,1.0052856325160064e-08,0
5604,688,-17.12540054321289,3.6520187762789647e-08,0,-25.95423126220703,5.3483593422110065e-12,0,-17.032419204711914,4.007875986644649e-08,0,-21.978431701660156,2.850285563127386e-10,0,-15.067767143249512,2.858589311927062e-07,0,-20.542987823486328,1.1975502811623073e-09,0,-18.64478302001953,7.992333905804117e-09,0,-21.885210037231445,3.1287727964013357e-10,0
5605,687,-16.339885711669922,8.010835017557838e-08,0,-25.368545532226562,9.606843098808326e-12,0,-16.23482322692871,8.898275183355508e-08,0,-21.028533935546875,7.36925742650385e-10,0,-14.303589820861816,6.138038202152529e-07,0,-19.690593719482422,2.8085604952821086e-09,0,-17.718032836914062,2.019092271154932e-08,0,-20.94662094116211,7.998308126921927e-10,0
5606,167,-14.820615768432617,3.660059917365288e-07,0,-20.531862258911133,1.2109481195565763e-09,0,-13.86058235168457,9.559279305904056e-07,0,-18.345796585083008,1.0777592152066973e-08,0,-14.238441467285156,6.551234719154309e-07,0,-17.153474807739258,3.5509170714931315e-08,0,-15.43030071258545,1.989323692441758e-07,0,-18.32884407043457,1.096185719973164e-08,0
5607,283,-10.680825233459473,2.2980872017797083e-05,0,-12.598509788513184,3.377032498974586e-06,0,-12.916894912719727,2.456194806654821e-06,0,-16.41976547241211,7.39582191044974e-08,0,-13.553682327270508,1.2993017435292131e-06,0,-16.051054000854492,1.0693398166949919e-07,0,-15.269648551940918,2.3360158252216934e-07,0,-16.624563217163086,6.026205312537058e-08,0
5608,272,-16.61199188232422,6.102440863742231e-08,0,-19.456499099731445,3.549358140730874e-09,0,-15.452722549438477,1.9452154731425253e-07,0,-20.483556747436523,1.2708794017157743e-09,0,-16.741811752319336,5.359489918532745e-08,0,-19.505054473876953,3.381134927593621e-09,0,-18.297420501708984,1.1311787062595613e-08,0,-20.571752548217773,1.1635937768872395e-09,0
5609,186,-14.591378211975098,4.603039656103647e-07,0,-19.232797622680664,4.4391734732585064e-09,0,-13.148432731628418,1.94853146240348e-06,0,-17.49755859375,2.5171368989163057e-08,0,-13.39666748046875,1.5201995893221465e-06,0,-16.512008666992188,6.744127034608027e-08,0,-15.131068229675293,2.683245838852599e-07,0,-17.387840270996094,2.809033539108441e-08,0
5610,182,-12.886183738708496,2.532797452658997e-06,0,-15.512362480163574,1.832595017958738e-07,0,-14.133792877197266,7.273969231391675e-07,0,-18.19063377380371,1.2586592212926462e-08,0,-14.72313117980957,4.0348294305658783e-07,0,-17.59268569946289,2.288725298171812e-08,0,-16.648788452148438,5.881972242605116e-08,0,-18.355390548706055,1.0674686912182096e-08,0
5611,535,-2.4037647247314453,0.08288607001304626,0,-3.4341495037078857,0.03124508261680603,0,-11.385171890258789,1.1362600162101444e-05,0,-13.604778289794922,1.234580281561648e-06,0,-11.729708671569824,8.05097988632042e-06,0,-14.198735237121582,6.81659230394871e-07,0,-13.692981719970703,1.1303504834359046e-06,0,-13.530749320983887,1.3294428526933189e-06,0
5612,181,-12.769414901733398,2.8465076411521295e-06,0,-15.306447982788086,2.2516142905715242e-07,0,-13.970646858215332,8.562977313886222e-07,0,-17.97522735595703,1.5611979264917863e-08,0,-14.64437484741211,4.365445818166336e-07,0,-17.382919311523438,2.8228903659055504e-08,0,-16.430728912353516,7.315180994282855e-08,0,-18.146015167236328,1.3160903478137698e-08,0
5613,301,-8.06698226928711,0.0003136302111670375,0,-10.575736045837402,2.55273134825984e-05,0,-13.81867504119873,9.968395033865818e-07,0,-16.4462947845459,7.202194751698698e-08,0,-11.197338104248047,1.371045618725475e-05,0,-16.91960334777832,4.486519600277461e-08,0,-16.17601776123047,9.437233217113317e-08,0,-17.035686492919922,3.994803066120767e-08,0
5614,169,-16.186086654663086,9.342687690150342e-08,0,-24.97587776184082,1.422702580744506e-11,0,-15.504633903503418,1.846813262318392e-07,0,-20.15143585205078,1.7715060529610582e-09,0,-14.062570571899414,7.81093149271328e-07,0,-18.79734230041504,6.8614829373814246e-09,0,-16.76155662536621,5.254706181290203e-08,0,-20.020763397216797,2.0187982396890902e-09,0
5615,176,-16.01827049255371,1.1049776560412283e-07,0,-23.122426986694336,9.079408058720873e-11,0,-14.815300941467285,3.679564315461903e-07,0,-19.145963668823242,4.8418757891965925e-09,0,-14.391983985900879,5.61876049687271e-07,0,-17.7984561920166,1.8630679221587343e-08,0,-15.928317070007324,1.2089817857940943e-07,0,-19.10110855102539,5.064003438803866e-09,0
